POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,RDNMADR_NM
홍길동생가터,고택/생가/민속마을,전라남도,장성군,황룡면,아곡리,홍길동로
홍난파생가,고택/생가/민속마을,경기도,화성시,남양읍,활초리,홍난파길
신씨고가,고택/생가/민속마을,경상남도,거창군,위천면,황산리,황산1길
황현선생생가,고택/생가/민속마을,전라남도,광양시,봉강면,석사리,서석길
용호서원,서원/향교/서당,전라북도,남원시,주천면,호경리,정령치로
동해향교,서원/향교/서당,강원특별자치도,동해시,부곡동,,승지로
용산서원,서원/향교/서당,강원특별자치도,동해시,쇄운동,,효자로
거제향교,서원/향교/서당,경상남도,거제시,거제면,서정리,기성로7길
무안향교,서원/향교/서당,전라남도,무안군,무안읍,교촌리,향교길
남해향교,서원/향교/서당,경상남도,남해군,남해읍,북변리,
소쇄원,유명사적/유적지,전라남도,담양군,가사문학면,지곡리,소쇄원길
화천향교,서원/향교/서당,강원특별자치도,화천군,화천읍,하리,상승로1길
화동서원,서원/향교/서당,강원특별자치도,강릉시,구정면,제비리,칠봉로
칠원향교,서원/향교/서당,경상남도,함안군,칠원읍,용산리,용산4길
제동서원,서원/향교/서당,대구광역시,군위군,효령면,장군리,장군당1길
용계서원,서원/향교/서당,경상북도,영천시,자양면,용산리,원각길
우곡서원,서원/향교/서당,경상북도,의성군,의성읍,업리,북부길
옥천서원,서원/향교/서당,경상북도,예천군,감천면,덕율리,덕율1길
오천서원,서원/향교/서당,경상북도,포항시 남구,오천읍,원리,서원재로166번길
신천서원,서원/향교/서당,경상북도,예천군,예천읍,왕신리,왕신1리길
소양서원,서원/향교/서당,경상북도,문경시,가은읍,전곡리,소양서원길
모원재,서원/향교/서당,충청남도,계룡시,두마면,왕대리,왕대2길
도정서원,서원/향교/서당,경상북도,예천군,호명면,황지리,강변로
도산서당,서원/향교/서당,경상북도,성주군,선남면,문방리,문방3길
단구서원,서원/향교/서당,경상북도,의성군,봉양면,분토리,엄현길
노봉서원,서원/향교/서당,경상북도,예천군,호명면,내신리,내신2길
남곡서원,서원/향교/서당,대구광역시,군위군,우보면,미성리,
남계서원,서원/향교/서당,경상남도,밀양시,청도면,두곡리,두곡3길
낙암서원,서원/향교/서당,경상북도,상주시,중동면,죽암리,대바위길
구니서당,서원/향교/서당,경상남도,창녕군,고암면,계상리,창밀로
도산서원,유명사적/유적지,경상북도,안동시,도산면,토계리,
문헌서원,서원/향교/서당,경기도,오산시,내삼미동,,수청로
성균관,서원/향교/서당,서울특별시,종로구,명륜3가,,성균관로
자양영당,서원/향교/서당,충청북도,제천시,봉양읍,공전리,의암로
수원향교,서원/향교/서당,경기도,수원시 팔달구,교동,,향교로
봉산서재,서원/향교/서당,강원특별자치도,평창군,봉평면,평촌리,봉산서재길
미천서원,서원/향교/서당,전라남도,나주시,안창동,,미천서원길
남계서원,서원/향교/서당,경상남도,함양군,수동면,원평리,남계서원길
화산서원,서원/향교/서당,경상남도,함양군,수동면,화산리,수동내동길
창계서원,서원/향교/서당,전라남도,나주시,다시면,가운리,
삼계서원,서원/향교/서당,경상북도,봉화군,봉화읍,삼계리,생기마1길
청도향교,서원/향교/서당,경상북도,청도군,화양읍,교촌리,동교길
인천향교,서원/향교/서당,인천광역시,미추홀구,문학동,,매소홀로
연풍향교,서원/향교/서당,충청북도,괴산군,연풍면,행촌리,향교로
화산서원,서원/향교/서당,경기도,포천시,가산면,방축리,가산로
거창향교,서원/향교/서당,경상남도,거창군,거창읍,가지리,성산길
장수향교,서원/향교/서당,전라북도,장수군,장수읍,장수리,향교길
덕양전,서원/향교/서당,경상남도,산청군,금서면,화계리,동의보감로
운봉향교,서원/향교/서당,전라북도,남원시,운봉읍,산덕리,운봉남길
해망서원,서원/향교/서당,전라남도,화순군,춘양면,대신리,
금산향교,서원/향교/서당,충청남도,금산군,금산읍,상리,비단로
돈암서원,서원/향교/서당,충청남도,논산시,연산면,임리,임3길
순천향교,서원/향교/서당,전라남도,순천시,금곡동,,향교길
운암서원,서원/향교/서당,경상북도,울진군,기성면,구산리,기성로
영암향교,서원/향교/서당,전라남도,영암군,영암읍,교동리,교동로
도계서원,서원/향교/서당,경상북도,영천시,북안면,도천리,신평탑골길
진천향교,서원/향교/서당,충청북도,진천군,진천읍,교성리,문화5길
돌산향교,서원/향교/서당,전라남도,여수시,돌산읍,군내리,돌산로
신항서원,서원/향교/서당,충청북도,청주시 상당구,용정동,,이정골로
성주향교,서원/향교/서당,경상북도,성주군,성주읍,예산리,예산2길
곰실서원,서원/향교/서당,경상남도,거창군,거창읍,장팔리,장팔길
오례서원,서원/향교/서당,경상남도,거창군,신원면,덕산리,오례길
제천향교,서원/향교/서당,충청북도,제천시,교동,,칠성로
인동향교,서원/향교/서당,경상북도,구미시,임수동,,수출대로
괴산향교,서원/향교/서당,충청북도,괴산군,괴산읍,서부리,향교길
하강서원,서원/향교/서당,충청북도,충주시,금가면,하담리,김생로
경산향교,서원/향교/서당,경상북도,경산시,중방동,,향교길
도동서원,서원/향교/서당,대구광역시,달성군,구지면,도동리,도동서원로
백산서원,서원/향교/서당,경상북도,영주시,단산면,사천리,
분강서원,서원/향교/서당,경상북도,안동시,도산면,운곡리,구레실황정길
선산향교,서원/향교/서당,경상북도,구미시,선산읍,교리,교리2안길
옥천서원,서원/향교/서당,경상북도,성주군,용암면,대봉리,대봉5길
임고서원,서원/향교/서당,경상북도,영천시,임고면,양항리,포은로
천문서원,서원/향교/서당,강원특별자치도,원주시,흥업면,사제리,
태인향교,서원/향교/서당,전라북도,정읍시,태인면,태성리,향교2길
회덕향교,서원/향교/서당,대전광역시,대덕구,읍내동,,대전로1397번안길
부평향교,서원/향교/서당,인천광역시,계양구,계산동,,향교로
소수서원,유명사적/유적지,경상북도,영주시,순흥면,내죽리,
횡성향교,서원/향교/서당,강원특별자치도,횡성군,횡성읍,읍상리,향교로
경주향교,서원/향교/서당,경상북도,경주시,교동,,교촌안길
보성향교,서원/향교/서당,전라남도,보성군,보성읍,보성리,중앙로
양양향교,서원/향교/서당,강원특별자치도,양양군,양양읍,임천리,거마천로
원주향교,서원/향교/서당,강원특별자치도,원주시,명륜동,,향교길
홍천향교,서원/향교/서당,강원특별자치도,홍천군,홍천읍,희망리,석화로
제주향교,서원/향교/서당,제주특별자치도,제주시,용담일동,,서문로
대정향교,서원/향교/서당,제주특별자치도,서귀포시,안덕면,사계리,향교로
대구향교,서원/향교/서당,대구광역시,중구,남산동,,명륜로
성읍민속마을정의향교,서원/향교/서당,제주특별자치도,서귀포시,표선면,성읍리,성읍서문로
전의향교,서원/향교/서당,세종특별자치시,,전의면,읍내리,북촌1길
간성향교,서원/향교/서당,강원특별자치도,고성군,간성읍,교동리,진부령로
근성서원,서원/향교/서당,경상북도,안동시,일직면,조탑리,긴대골길
청주향교,서원/향교/서당,충청북도,청주시 상당구,대성동,,대성로122번길
구강서원,서원/향교/서당,경상북도,경주시,안강읍,양월리,구강길
옥산서원,유명사적/유적지,경상북도,경주시,안강읍,옥산리,옥산서원길
강진향교,서원/향교/서당,전라남도,강진군,강진읍,동성리,향교로
심곡서원,서원/향교/서당,경기도,용인시 수지구,상현동,,심곡로
봉강재,서원/향교/서당,경상북도,포항시 북구,기계면,봉계리,기남길253번길
파산서원,서원/향교/서당,경기도,파주시,파평면,눌노리,파산서원길
상주향교,서원/향교/서당,경상북도,상주시,신봉동,,신봉2길
덕천서원,서원/향교/서당,경상남도,산청군,시천면,원리,남명로
고산서원,서원/향교/서당,전라남도,장성군,진원면,진원리,고산로
남산서원,서원/향교/서당,전라북도,김제시,성덕면,묘라리,만경로
무성서원,유명사적/유적지,전라북도,정읍시,칠보면,무성리,원촌1길
광양향교,서원/향교/서당,전라남도,광양시,광양읍,우산리,향교길
고령향교,서원/향교/서당,경상북도,고령군,대가야읍,연조리,향교길
묵계서원,서원/향교/서당,경상북도,안동시,길안면,묵계리,국만리길
안성향교,서원/향교/서당,경기도,안성시,명륜동,,향교길
김포향교,서원/향교/서당,경기도,김포시,북변동,,북변중로25번길
평창향교,서원/향교/서당,강원특별자치도,평창군,평창읍,하리,향교길
정선향교,서원/향교/서당,강원특별자치도,정선군,정선읍,봉양리,비봉로
영월향교,서원/향교/서당,강원특별자치도,영월군,영월읍,영흥리,영월향교길
비인향교,서원/향교/서당,충청남도,서천군,비인면,성내리,비인로136번길
삼척향교,서원/향교/서당,강원특별자치도,삼척시,교동,,향교길
오봉서원,서원/향교/서당,강원특별자치도,강릉시,성산면,오봉리,오봉서원길
송담서원,서원/향교/서당,강원특별자치도,강릉시,강동면,언별리,송담서원길
강릉향교,서원/향교/서당,강원특별자치도,강릉시,교동,,명륜로
춘천향교,서원/향교/서당,강원특별자치도,춘천시,교동,,삭주로
전주향교,유명사적/유적지,전라북도,전주시 완산구,교동,,향교길
평해향교,서원/향교/서당,경상북도,울진군,평해읍,평해리,평해로
용궁향교,서원/향교/서당,경상북도,예천군,용궁면,향석리,용궁향교길
동래향교,서원/향교/서당,부산광역시,동래구,명륜동,,동래로
자운서원,서원/향교/서당,경기도,파주시,법원읍,동문리,자운서원로
과천향교,서원/향교/서당,경기도,과천시,중앙동,,자하동길
연일향교,서원/향교/서당,경상북도,포항시 남구,효자동,,유동길48번길
몽양당,서원/향교/서당,경상남도,하동군,청암면,묵계리,
자인향교,서원/향교/서당,경상북도,경산시,자인면,교촌리,교촌길9길
화천서원,서원/향교/서당,경상북도,안동시,풍천면,광덕리,광덕솔밭길
흥해향교,서원/향교/서당,경상북도,포항시 북구,흥해읍,옥성리,동해대로1530번길
양천향교,서원/향교/서당,서울특별시,강서구,가양동,,양천로47나길
장기향교,서원/향교/서당,경상북도,포항시 남구,장기면,읍내리,읍성길
진안향교,서원/향교/서당,전라북도,진안군,진안읍,군상리,향교길
도남서원,서원/향교/서당,경상북도,상주시,도남동,,도남2길
회연서원,서원/향교/서당,경상북도,성주군,수륜면,신정리,동강한강로
남원향교,서원/향교/서당,전라북도,남원시,향교동,,향교길
양성향교,서원/향교/서당,경기도,안성시,양성면,동항리,교동길
김제향교,서원/향교/서당,전라북도,김제시,교동,,향교길
양구향교,서원/향교/서당,강원특별자치도,양구군,양구읍,상리,관공서로16번길
함열향교,서원/향교/서당,전라북도,익산시,함라면,함열리,함라교동길
곡성향교,서원/향교/서당,전라남도,곡성군,곡성읍,교촌리,교촌길
계서당,서원/향교/서당,경상북도,봉화군,물야면,가평리,계서당길
구암서원터,서원/향교/서당,서울특별시,강동구,암사동,,
청하향교,서원/향교/서당,경상북도,포항시 북구,청하면,덕성리,청하로233번길
충주향교,서원/향교/서당,충청북도,충주시,교현동,,교동9길
예안향교,서원/향교/서당,경상북도,안동시,도산면,서부리,퇴계로
환봉서원,서원/향교/서당,전라북도,남원시,금지면,방촌리,금지순환길
필암서원,유명사적/유적지,전라남도,장성군,황룡면,필암리,필암서원로
죽수서원,서원/향교/서당,전라남도,화순군,한천면,모산리,학포로
장흥향교,서원/향교/서당,전라남도,장흥군,장흥읍,교촌리,교촌남외길
자산서원,서원/향교/서당,전라남도,함평군,엄다면,엄다리,곤재로
위계서원,서원/향교/서당,경상남도,고성군,마암면,석마리,석마2길
월봉서원,서원/향교/서당,광주광역시,광산구,광산동,,광곡길
연곡서원,서원/향교/서당,전라남도,장흥군,장흥읍,원도리,연곡길
수림서원,서원/향교/서당,경상남도,고성군,마암면,화산리,화산4길
서봉서원,서원/향교/서당,경기도,여주시,흥천면,하다리,남산로
봉암서원,서원/향교/서당,전라남도,장성군,장성읍,장안리,화차길
황현선생사당,서원/향교/서당,전라남도,광양시,봉강면,석사리,
도연서원,서원/향교/서당,경상남도,고성군,마암면,도전리,도전4길
덕봉서원,서원/향교/서당,경기도,안성시,양성면,덕봉리,덕봉서원로
내산서원,서원/향교/서당,전라남도,영광군,불갑면,쌍운리,강항로
남평향교,서원/향교/서당,전라남도,나주시,남평읍,교원리,남평향교길
구계서원,서원/향교/서당,경상남도,사천시,사천읍,구암리,구암두문로
양근향교,서원/향교/서당,경기도,양평군,옥천면,옥천리,향교길
예림서원,서원/향교/서당,경상남도,밀양시,부북면,후사포리,예림서원로
영산향교,서원/향교/서당,경상남도,창녕군,영산면,교리,유생길
창녕향교,서원/향교/서당,경상남도,창녕군,창녕읍,교리,향교길
언양향교,서원/향교/서당,울산광역시,울주군,삼남읍,교동리,서향교1길
화순향교,서원/향교/서당,전라남도,화순군,화순읍,교리,교동2길
양주향교,서원/향교/서당,경기도,양주시,유양동,,부흥로1423번길
덕양서원,서원/향교/서당,전라남도,곡성군,오곡면,덕산리,덕산음지길
병산서원,유명사적/유적지,경상북도,안동시,풍천면,병산리,병산길
진주향교,서원/향교/서당,경상남도,진주시,옥봉동,,향교로
밀향향교,서원/향교/서당,경상남도,밀양시,교동,,밀양향교3길
울산향교,서원/향교/서당,울산광역시,중구,교동,,명륜로
군위향교,서원/향교/서당,대구광역시,군위군,군위읍,동부리,동서2길
한산도이충무공유적,유명사적/유적지,경상남도,통영시,한산면,두억리,
매봉서원,서원/향교/서당,강원특별자치도,횡성군,서원면,창촌리,서원로
석강서원,서원/향교/서당,경상북도,청도군,풍각면,흑석리,흑석1길
면천향교,서원/향교/서당,충청남도,당진시,면천면,성상리,동문2길
해미향교,서원/향교/서당,충청남도,서산시,해미면,오학리,해미향교길
제주서당,서원/향교/서당,제주특별자치도,서귀포시,성산읍,삼달리,삼달로
가마기산성,성/성터,충청북도,청주시 청원구,북이면,부연리,
각산산성,성/성터,경상남도,사천시,실안동,,
강화산성,성/성터,인천광역시,강화군,강화읍,대산리,
거열산성,성/성터,경상남도,거창군,거창읍,가지리,
건지산성,성/성터,충청남도,서천군,한산면,지현리,
고성산성,성/성터,경상남도,하동군,옥종면,북방리,
고성산성,성/성터,전라북도,완주군,화산면,화평리,
고소산성,성/성터,경상남도,하동군,악양면,평사리,
공산성,성/성터,충청남도,공주시,금성동,,
관문성,성/성터,경상북도,경주시,외동읍,모화리,
광월산성,성/성터,전라북도,군산시,옥구읍,상평리,
교룡산성,성/성터,전라북도,남원시,산곡동,,
금오산성,성/성터,경상북도,구미시,남통동,,금오산로
금정산성,유명사적/유적지,부산광역시,금정구,금성동,,북문로
남고산성,유명사적/유적지,전라북도,전주시 완산구,동서학동,,남고산성1길
남산성,성/성터,충청북도,충주시,직동,,
남산성,성/성터,경상남도,창원시 진해구,제덕동,,
낭비산성,성/성터,충청북도,청주시 청원구,북이면,부연리,
낭산산성,성/성터,전라북도,익산시,낭산면,낭산리,
내삼산성,성/성터,경상남도,김해시,주촌면,양동리,
노고산성,성/성터,경상북도,고령군,덕곡면,노리,
노성산성,성/성터,충청남도,논산시,노성면,송당리,
다대산성,성/성터,경상남도,거제시,남부면,저구리,
당산성,성/성터,충청남도,서산시,해미면,반양리,
당산성,성/성터,경상북도,경주시,건천읍,송선리,
당성,유명사적/유적지,경기도,화성시,서신면,상안리,
대공산성,성/성터,강원특별자치도,강릉시,성산면,보광리,
대국산성,성/성터,경상남도,남해군,설천면,진목리,
대림산성,성/성터,충청북도,충주시,살미면,향산리,창골길
대성산성,성/성터,전라남도,신안군,장산면,다수리,
대운산성,성/성터,울산광역시,울주군,온양읍,운화리,
덕주산성,성/성터,충청북도,제천시,한수면,송계리,
독용산성,성/성터,경상북도,성주군,가천면,금봉리,
두정산성,성/성터,전라북도,정읍시,고부면,입석리,
두타산성,성/성터,강원특별자치도,동해시,삼화동,,
명활산성,유명사적/유적지,경상북도,경주시,보문동,,
무장읍성,유명사적/유적지,전라북도,고창군,무장면,성내리,
문수산성,유명사적/유적지,경기도,김포시,월곶면,성동리,
미륵산성,성/성터,충청북도,괴산군,장연면,장암리,장암매전길
미숭산성,성/성터,경상북도,고령군,쌍림면,용리,
포천반월성,유명사적/유적지,경기도,포천시,군내면,구읍리,청군로3290번길
백운산성,성/성터,경상북도,성주군,수륜면,백운리,
보개산성,성/성터,경기도,포천시,관인면,중리,
봉림산성,성/성터,전라남도,광양시,진월면,신아리,
봉의산성,성/성터,강원특별자치도,춘천시,소양로1가,,번개시장길4번길
부산성,성/성터,경상북도,경주시,건천읍,송선리,
부여가림성,유명사적/유적지,충청남도,부여군,장암면,지토리,
비봉산성,성/성터,경상북도,영주시,순흥면,내죽리,
비파산성,성/성터,대전광역시,동구,대별동,,
사근산성,유명사적/유적지,경상남도,함양군,수동면,원평리,
삼랑성,유명사적/유적지,인천광역시,강화군,길상면,온수리,
상당산성,유명사적/유적지,충청북도,청주시 상당구,산성동,,
서운산성,성/성터,경기도,안성시,서운면,청용리,청룡길
서울한양도성,성/성터,서울특별시,성북구,성북동,,성북로31가길
선도산성,성/성터,경상북도,경주시,서악동,,충효6길
선암산성,성/성터,전라남도,광양시,진상면,비평리,
성묘산성,성/성터,전라남도,영암군,군서면,마산리,
성치산성,성/성터,전라남도,신안군,비금면,광대리,
성황산성,성/성터,전라북도,정읍시,영원면,후지리,
소량산성,성/성터,경상남도,하동군,고전면,전도리,
수안산성,성/성터,경기도,김포시,대곶면,율생리,
수원화성,유명사적/유적지,경기도,수원시 장안구,영화동,,
수인산성,성/성터,전라남도,장흥군,유치면,대리,
신풍산성,성/성터,충청남도,공주시,신풍면,산정리,
쌍수정,성/성터,충청남도,공주시,금성동,,
아차산성,유명사적/유적지,서울특별시,광진구,구의동,,
안산성,성/성터,전라남도,신안군,신의면,상태서리,
안육산성,유명사적/유적지,경상남도,창원시 진해구,안골동,,
양경산성,성/성터,경상남도,하동군,고전면,고하리,
오두산성,성/성터,경기도,파주시,탄현면,성동리,
오례산성,성/성터,경상북도,청도군,매전면,구촌리,
보령충청수영성,성/성터,충청남도,보령시,오천면,소성리,
옥기산성,성/성터,경상남도,남해군,서면,서상리,
옥산금산성,성/성터,경상남도,거제시,거제면,동상리,
온달산성,유명사적/유적지,충청북도,단양군,영춘면,하리,
용장산성,유명사적/유적지,전라남도,진도군,군내면,용장리,용장산성길
우금산성,성/성터,전라북도,부안군,상서면,감교리,
우산성,성/성터,충청남도,청양군,청양읍,송방리,
운주산성,성/성터,세종특별자치시,,전의면,노곡리,
울진고산성,성/성터,경상북도,울진군,울진읍,고성리,
위봉산성,유명사적/유적지,전라북도,완주군,소양면,대흥리,
유두산성,성/성터,전라남도,여수시,묘도동,,
이성산성,성/성터,전라남도,완도군,청산면,부흥리,
이진성지,성/성터,전라남도,해남군,북평면,이진리,
이척산성,성/성터,전라남도,장성군,장성읍,유탕리,
입암산성,유명사적/유적지,전라남도,장성군,북하면,신성리,
자시산성,성/성터,경상남도,밀양시,가곡동,,
적상산성,유명사적/유적지,전라북도,무주군,적상면,사천리,
정북동토성,유명사적/유적지,충청북도,청주시 청원구,정북동,,
정안산성,성/성터,경상남도,하동군,고전면,성천리,
성산산성,유명사적/유적지,경상남도,함안군,가야읍,광정리,
조선산성,성/성터,전라남도,순천시,해룡면,성산리,
주산성,성/성터,경상북도,고령군,대가야읍,연조리,
죽산성,성/성터,전라남도,해남군,마산면,화내리,
죽주산성,성/성터,경기도,안성시,죽산면,매산리,죽양대로
자미산성,성/성터,전라남도,나주시,반남면,신촌리,
지산산성,성/성터,경상북도,고령군,대가야읍,지산리,
충주산성,성/성터,충청북도,충주시,직동,,
태기산성,성/성터,강원특별자치도,횡성군,청일면,신대리,
태산성,성/성터,경상남도,창녕군,고암면,간상리,
파사성,유명사적/유적지,경기도,여주시,대신면,천서리,
한미산성,성/성터,전라북도,진안군,마령면,강정리,
할미산성,성/성터,경상북도,성주군,금수면,광산리,
할미성,성/성터,경상북도,문경시,동로면,간송리,
해모산성,성/성터,충청북도,단양군,단성면,가산리,
행주산성,유명사적/유적지,경기도,고양시 덕양구,행주내동,,
화왕산성,성/성터,경상남도,창녕군,창녕읍,옥천리,
황화산성,성/성터,충청남도,논산시,등화동,,등화5길
흥양읍성터,성/성터,전라남도,고흥군,고흥읍,옥하리,
만덕사지,유명사적/유적지,부산광역시,북구,만덕동,,구만덕로
장윤적선생묘지,유명사적/유적지,경상북도,예천군,보문면,수계리,
통영케이블카,일반관광지,경상남도,통영시,도남동,,발개로
삼강주막,유명사적/유적지,경상북도,예천군,풍양면,삼강리,삼강리길
추암관광농원,관광농원/허브마을,전라남도,장성군,서삼면,추암리,추암로
가마골생태공원가마골야영장매표소,관광안내소/매표소,전라남도,담양군,용면,용연리,
가야공원유원지,일반유원지/일반놀이공원,부산광역시,부산진구,가야동,,
가야랜드,일반유원지/일반놀이공원,경상남도,김해시,삼방동,,인제로
간절곶스포츠파크,일반유원지/일반놀이공원,울산광역시,울주군,서생면,서생리,
활성유원지,일반유원지/일반놀이공원,경상남도,밀양시,활성동,,
강변유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,남면,남노일리,
강변유원지,일반유원지/일반놀이공원,경기도,남양주시,화도읍,금남리,
강촌랜드,일반유원지/일반놀이공원,강원특별자치도,춘천시,남산면,강촌리,강촌로
강촌유원지,일반유원지/일반놀이공원,강원특별자치도,춘천시,남산면,강촌리,
강촌테마랜드,일반유원지/일반놀이공원,강원특별자치도,춘천시,남산면,강촌리,
개야유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,서면,개야리,
거창유원지,일반관광지,경상남도,거창군,거창읍,장팔리,
고석정랜드,일반유원지/일반놀이공원,강원특별자치도,철원군,동송읍,장흥리,태봉로
곰소관광랜드,일반유원지/일반놀이공원,전라북도,부안군,진서면,곰소리,곰소항길
공주훼미리랜드,일반유원지/일반놀이공원,충청남도,공주시,의당면,청룡리,의당전의로
공지천유원지,일반유원지/일반놀이공원,강원특별자치도,춘천시,근화동,,이디오피아길
관음산유원지,일반유원지/일반놀이공원,경기도,포천시,일동면,수입리,성장로
광대곡유원지,일반유원지/일반놀이공원,강원특별자치도,정선군,화암면,몰운리,광대곡길
광릉유원지,일반유원지/일반놀이공원,경기도,남양주시,진접읍,부평리,
광주어린이대공원,일반유원지/일반놀이공원,광주광역시,북구,용봉동,,서하로
광주호호수생태원,일반유원지/일반놀이공원,광주광역시,북구,충효동,,
구드래조각공원,일반유원지/일반놀이공원,충청남도,부여군,부여읍,구교리,백강로
구송정유원지,일반유원지/일반놀이공원,전라북도,순창군,동계면,서호리,서호길
굴지장항유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,북방면,굴지리,
귀내유원지,일반유원지/일반놀이공원,경상북도,영주시,고현동,,
그랜드유원지,일반유원지/일반놀이공원,경기도,양주시,장흥면,부곡리,호국로
금강유원지,일반유원지/일반놀이공원,충청북도,옥천군,동이면,조령리,
금강유원지,일반유원지/일반놀이공원,경기도,가평군,북면,소법리,화악산로
금동계곡유원지,일반유원지/일반놀이공원,경기도,포천시,신북면,금동리,
금산공원,일반유원지/일반놀이공원,제주특별자치도,제주시,애월읍,납읍리,
기린솔섬유원지,일반유원지/일반놀이공원,강원특별자치도,인제군,기린면,서리,대내로
기산리유원지,일반유원지/일반놀이공원,경기도,양주시,백석읍,기산리,
기회송림공원,일반유원지/일반놀이공원,경상남도,밀양시,산외면,남기리,산외로
김삿갓유원지,일반유원지/일반놀이공원,강원특별자치도,영월군,김삿갓면,와석리,김삿갓로
김인전공원,일반유원지/일반놀이공원,충청남도,서천군,마서면,도삼리,장산로
깊이울유원지,일반유원지/일반놀이공원,경기도,포천시,신북면,심곡리,
꽃무릇공원,일반유원지/일반놀이공원,전라남도,함평군,해보면,광암리,
나불도관광유원지,일반유원지/일반놀이공원,전라남도,영암군,삼호읍,나불리,
낙동유원지,일반유원지/일반놀이공원,경상남도,밀양시,삼랑진읍,삼랑리,
낙산해마랜드,일반유원지/일반놀이공원,강원특별자치도,양양군,양양읍,조산리,해맞이길
남강노을공원,일반유원지/일반놀이공원,경상남도,진주시,내동면,삼계리,삼계로
강천섬유원지,일반유원지/일반놀이공원,경기도,여주시,강천면,강천리,강천리길
합수모래유원지,일반유원지/일반놀이공원,강원특별자치도,인제군,상남면,미산리,
내촌강유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,내촌면,화상대리,
농성공원,일반유원지/일반놀이공원,경기도,평택시,팽성읍,안정리,신흥북로49번길
농월정유원지,일반유원지/일반놀이공원,경상남도,함양군,안의면,월림리,
소도당골,일반유원지/일반놀이공원,강원특별자치도,태백시,소도동,,
당키타운,일반유원지/일반놀이공원,경기도,포천시,내촌면,신팔리,청군로2299번길
대성리국민관광지,일반유원지/일반놀이공원,경기도,가평군,청평면,대성리,대성강변길
대아유원지,일반유원지/일반놀이공원,전라북도,완주군,동상면,대아리,
대우유원지,일반유원지/일반놀이공원,경기도,가평군,상면,덕현리,
대유수렵장,일반유원지/일반놀이공원,제주특별자치도,서귀포시,상예동,,상예로
청솔가든유원지,일반유원지/일반놀이공원,경기도,가평군,상면,덕현리,청군로
덕매유원지,일반유원지/일반놀이공원,경기도,양주시,장흥면,삼상리,일영로502번길
덕풍계곡유원지,일반유원지/일반놀이공원,강원특별자치도,삼척시,가곡면,풍곡리,청옥로
도락산유원지,일반유원지/일반놀이공원,경기도,양주시,은현면,용암리,
도리포유원지,일반유원지/일반놀이공원,전라남도,무안군,해제면,송석리,
도원유원지,일반유원지/일반놀이공원,강원특별자치도,고성군,토성면,도원리,
돌고개유원지,일반유원지/일반놀이공원,경기도,양주시,장흥면,석현리,
돌산계곡유원지,일반유원지/일반놀이공원,경기도,가평군,조종면,신상리,
다리유원지,일반유원지/일반놀이공원,경기도,가평군,상면,임초리,청군로
동글바위유원지,일반유원지/일반놀이공원,강원특별자치도,영월군,영월읍,삼옥리,동강로
동막골유원지,일반유원지/일반놀이공원,경기도,연천군,연천읍,동막리,동내로
동백유원지,일반유원지/일반놀이공원,전라남도,여수시,돌산읍,평사리,
동백유원지,일반유원지/일반놀이공원,부산광역시,해운대구,우동,,동백로
동촌유원지,일반유원지/일반놀이공원,대구광역시,동구,효목동,,
배타고가는공원,일반유원지/일반놀이공원,경상남도,창원시 마산합포구,월영동,,돝섬2길
두밀유원지,일반유원지/일반놀이공원,경기도,가평군,가평읍,두밀리,
둔산공원,일반유원지/일반놀이공원,전라북도,완주군,봉동읍,둔산리,둔산3로
돌둥지유원지,일반유원지/일반놀이공원,경기도,연천군,신서면,내산리,동내로
딴산유원지,일반유원지/일반놀이공원,강원특별자치도,화천군,간동면,구만리,
땅끝마을관광지,일반유원지/일반놀이공원,전라남도,해남군,송지면,송호리,
리버스랜드,일반유원지/일반놀이공원,경기도,여주시,연양동,,강변유원지길
마곡유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,서면,마곡리,마곡길
마애유원지,일반유원지/일반놀이공원,경상북도,안동시,풍산읍,마애리,
마일골유원지,일반유원지/일반놀이공원,경기도,가평군,조종면,마일리,연인산로
명암유원지,일반유원지/일반놀이공원,충청북도,청주시 상당구,명암동,,
모래내유원지,일반유원지/일반놀이공원,경기도,포천시,관인면,사정리,
목골강변유원지,일반유원지/일반놀이공원,강원특별자치도,영월군,영월읍,삼옥리,
묘적계곡유원지,일반유원지/일반놀이공원,경기도,남양주시,와부읍,월문리,수레로661번길
무릉유원지,일반유원지/일반놀이공원,경상북도,안동시,남후면,무릉리,무릉1길
물안유원지,일반유원지/일반놀이공원,대전광역시,서구,흑석동,,
몰운대유원지,일반유원지/일반놀이공원,부산광역시,사하구,다대동,,
물통거리유원지,일반유원지/일반놀이공원,전라남도,해남군,해남읍,해리,
바람개비골유원지,일반유원지/일반놀이공원,경기도,가평군,조종면,상판리,
바우유원지,일반유원지/일반놀이공원,경기도,가평군,상면,덕현리,
반딧불이마을,일반유원지/일반놀이공원,전라북도,무주군,적상면,삼유리,
밤벌유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,서면,반곡리,팔봉산로
밤섬유원지,일반유원지/일반놀이공원,경기도,남양주시,진접읍,내각리,금강로
